User ID,Age,Gender,Likes and Reactions,Followed Accounts,Time Spent Online (hrs/weekday),Time Spent Online (hrs/weekend),Click-Through Rates (CTR),Conversion Rates,Ad Interaction Time (sec),Income Level,Location_Rural,Location_Suburban,Location_Urban,Language_English,Language_Hindi,Language_Mandarin,Language_Spanish,Device Usage_Desktop Only,Device Usage_Mobile + Desktop,Device Usage_Mobile Only,Device Usage_Tablet,Education Level_Bachelor,Education Level_High School,Education Level_Master,Education Level_PhD,Education Level_Technical,Interest_Photography,Interest_DIY Crafts,Interest_Gardening,Interest_Gaming,Interest_Fitness and Wellness,Interest_Reading and Literature,Interest_Gourmet Cooking,Interest_Software Engineering,Interest_Music Production,Interest_Pet Care,Interest_Fashion Modelling,Interest_Data Science,Interest_Digital Marketing,Interest_Eco-Friendly Living,Interest_Investing and Finance,Interest_Travel and Adventure
37,29.5,0,0.24250405186385735,0.2930327868852459,0.8888888888888888,0.8999999999999999,0.6,0.42999999999999994,0.6091954022988505,50000,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
38,21.0,0,0.8325567260940032,0.9774590163934427,0.6888888888888889,0.8714285714285714,0.292,0.97,0.49425287356321834,30000,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
39,49.5,0,0.8331645056726094,0.38524590163934425,0.24444444444444446,0.07142857142857142,0.684,0.6,0.3793103448275862,10000,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
40,39.5,0,0.5585494327390599,0.5204918032786886,0.9333333333333333,0.8571428571428572,0.796,0.75,0.3505747126436781,90000,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
41,21.0,1,0.2703606158833063,0.13729508196721313,0.1111111111111111,0.7857142857142856,0.112,0.94,0.7471264367816092,70000,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,39.5,0,0.34076175040518636,0.21106557377049182,0.26666666666666666,0.09999999999999998,0.532,0.59,0.8333333333333333,10000,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
43,21.0,0,0.059461102106969206,0.6864754098360657,0.5111111111111111,0.11428571428571427,0.1,0.01,0.8735632183908045,10000,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
44,59.5,0,0.31776742301458666,0.32377049180327866,0.5555555555555556,0.09999999999999998,0.872,0.03,0.6091954022988505,90000,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
45,29.5,0,0.921191247974068,0.6311475409836066,0.022222222222222227,0.01428571428571429,0.508,0.7000000000000001,0.8448275862068966,90000,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
46,49.5,1,0.674837925445705,0.7397540983606559,0.7777777777777777,0.5428571428571427,0.808,0.28,0.5287356321839081,110000,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
47,29.5,1,0.4137965964343598,0.8360655737704918,0.35555555555555557,0.9714285714285713,0.368,0.5800000000000001,0.4885057471264368,10000,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
48,39.5,1,0.8640599675850891,0.6127049180327869,0.39999999999999997,0.4428571428571428,0.124,0.2,0.689655172413793,10000,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
49,39.5,1,0.432435170178282,0.8094262295081968,0.7999999999999998,0.5428571428571427,0.04,0.27,0.44827586206896547,110000,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,29.5,0,0.6096029173419772,0.18237704918032788,0.3777777777777778,0.9714285714285713,0.28,0.5,0.05172413793103448,70000,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
51,70.0,1,0.0562196110210697,0.7295081967213115,0.044444444444444425,0.2571428571428571,0.244,0.98,0.8505747126436781,110000,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
52,49.5,1,0.8124999999999999,0.5225409836065574,0.17777777777777776,0.8571428571428572,0.56,0.62,0.16091954022988506,110000,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53,59.5,0,0.5521677471636952,0.7213114754098361,0.9555555555555555,0.5428571428571427,0.02,0.94,0.5459770114942528,90000,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,59.5,0,0.361223662884927,0.4487704918032787,0.06666666666666668,0.5714285714285714,0.52,0.96,0.05172413793103448,90000,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
55,39.5,1,0.39485413290113447,0.016393442622950817,0.35555555555555557,0.3428571428571428,0.392,0.21000000000000002,0.06896551724137931,30000,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
56,59.5,1,0.655996758508914,0.022540983606557374,0.5111111111111111,0.5571428571428572,0.576,0.31,0.264367816091954,70000,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
57,21.0,0,0.7596231766612641,0.6639344262295083,0.4888888888888889,0.07142857142857142,0.704,0.77,0.8620689655172413,90000,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
58,29.5,1,0.10281604538087519,0.8954918032786886,0.0,0.7714285714285714,0.636,0.8699999999999999,0.28160919540229884,50000,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,21.0,1,0.6552876823338736,0.4979508196721311,0.5111111111111111,0.2857142857142857,0.984,0.52,0.7528735632183907,70000,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
60,29.5,0,0.20877228525121555,0.3709016393442623,0.3777777777777778,0.8857142857142857,0.14,0.99,0.6609195402298851,70000,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
61,29.5,1,0.9146069692058346,0.5799180327868854,0.9777777777777779,0.3714285714285714,0.428,0.01,0.6436781609195402,110000,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
62,29.5,1,0.9955429497568882,0.6372950819672132,0.15555555555555556,0.14285714285714285,0.424,0.3,0.48275862068965514,10000,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
63,59.5,1,0.4376012965964343,0.20081967213114757,0.35555555555555557,0.7,0.416,0.62,0.29885057471264365,90000,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
64,29.5,1,0.35403160453808746,0.4016393442622951,0.4222222222222222,0.17142857142857143,0.664,0.47,0.7413793103448275,50000,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
65,29.5,0,0.18354943273905996,0.9856557377049182,0.39999999999999997,0.7571428571428571,0.488,0.12,0.3850574712643678,50000,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
66,39.5,1,0.6336102106969206,0.7479508196721312,0.6666666666666665,0.9714285714285713,0.516,0.37,0.44827586206896547,10000,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
67,21.0,0,0.9767017828200972,0.4610655737704918,0.2222222222222222,0.7857142857142856,0.432,0.03,0.3218390804597701,90000,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
68,59.5,1,0.23419773095623986,0.6803278688524591,0.2222222222222222,0.028571428571428553,0.992,0.64,0.5517241379310345,50000,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69,21.0,1,0.9830834683954619,0.20901639344262296,0.7333333333333332,0.6000000000000001,0.928,0.8899999999999999,0.7701149425287356,10000,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
70,70.0,0,0.12459481361426254,0.21516393442622953,0.5111111111111111,0.7,0.308,0.8799999999999999,0.8390804597701149,70000,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
71,49.5,0,0.996353322528363,0.7459016393442623,0.4222222222222222,0.8285714285714285,0.112,0.7000000000000001,0.9827586206896552,30000,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
72,29.5,1,0.5905591572123177,0.7520491803278689,0.17777777777777776,0.057142857142857134,0.84,0.47,0.3563218390804597,30000,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
73,21.0,1,0.30368719611021067,0.11680327868852461,0.17777777777777776,0.4857142857142857,0.996,0.51,0.367816091954023,90000,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
74,59.5,0,0.34835899513776336,0.15778688524590165,0.0,0.5285714285714285,0.292,0.14,0.21839080459770116,50000,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
75,49.5,0,0.410757698541329,0.15163934426229508,0.08888888888888888,0.17142857142857143,0.356,0.34,0.6206896551724138,90000,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
76,49.5,0,0.030794165316045383,0.08401639344262296,0.5555555555555556,0.3285714285714285,0.94,0.19,0.14367816091954025,70000,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,49.5,1,0.17098865478119935,0.8627049180327869,0.8888888888888888,0.4428571428571428,0.712,0.8200000000000001,0.9827586206896552,110000,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
78,21.0,1,0.983387358184765,0.6618852459016394,0.28888888888888886,0.8285714285714285,0.296,0.9099999999999999,0.06321839080459771,70000,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
79,29.5,0,0.39667747163695294,0.36885245901639346,0.3333333333333333,0.9285714285714286,0.58,0.54,0.8563218390804598,90000,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
80,21.0,0,0.717078606158833,0.06557377049180327,0.1111111111111111,0.6285714285714286,0.944,0.73,0.43678160919540227,30000,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
81,59.5,1,0.8721636952998378,0.1434426229508197,0.3777777777777778,0.39999999999999997,0.812,0.12,0.8103448275862069,50000,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
82,49.5,0,0.297305510534846,0.1127049180327869,0.044444444444444425,0.2571428571428571,0.74,0.61,0.4885057471264368,50000,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
83,29.5,0,0.39110615883306316,0.21311475409836067,0.911111111111111,0.9857142857142858,0.736,0.7000000000000001,0.16666666666666666,30000,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
84,21.0,1,0.9766004862236628,0.4077868852459016,0.6666666666666665,0.9857142857142858,0.18,0.44999999999999996,0.9827586206896552,110000,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
85,29.5,0,0.5721231766612641,0.20491803278688525,1.0,0.9285714285714286,0.824,0.24,0.9482758620689655,50000,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
86,29.5,1,0.33022690437601293,0.5225409836065574,0.8888888888888888,0.7857142857142856,0.276,0.8799999999999999,0.9712643678160919,70000,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
87,49.5,1,0.9476296596434359,0.6270491803278689,0.4666666666666666,0.3285714285714285,0.932,0.74,0.29310344827586204,110000,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
88,49.5,0,0.18415721231766613,0.14959016393442626,0.5111111111111111,0.8142857142857143,0.364,0.8999999999999999,0.3563218390804597,10000,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
89,59.5,0,0.1358387358184765,0.3483606557377049,0.19999999999999996,0.4142857142857142,0.856,0.8200000000000001,0.6839080459770115,90000,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
90,39.5,1,0.5631077795786061,0.7704918032786886,0.4666666666666666,0.3285714285714285,0.268,0.99,0.5977011494252873,90000,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,21.0,1,0.22538492706645055,0.29098360655737704,0.911111111111111,0.7428571428571429,0.516,0.19,0.925287356321839,110000,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
92,49.5,0,0.10919773095623986,0.33811475409836067,0.044444444444444425,0.08571428571428572,0.108,0.09,0.21839080459770116,50000,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
93,49.5,1,0.42595218800648293,0.8155737704918034,0.8666666666666667,0.04285714285714287,0.66,0.34,0.2298850574712644,10000,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
94,39.5,1,0.6360413290113451,0.5327868852459017,0.3333333333333333,0.4428571428571428,0.836,0.13,0.689655172413793,10000,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
95,49.5,0,0.7327795786061588,0.45081967213114754,0.8888888888888888,0.4428571428571428,0.72,0.52,0.6149425287356322,110000,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
96,39.5,1,0.08225283630470015,0.16803278688524592,0.9333333333333333,0.8999999999999999,0.524,0.63,0.9425287356321839,50000,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
97,39.5,1,0.5153970826580226,0.3709016393442623,0.6666666666666665,0.12857142857142856,0.044,0.5800000000000001,0.367816091954023,90000,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
98,39.5,0,0.2056320907617504,0.6270491803278689,0.6666666666666665,0.12857142857142856,0.932,0.26,0.6724137931034483,70000,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
99,21.0,0,0.862337925445705,0.018442622950819672,0.4444444444444445,0.14285714285714285,0.704,0.9099999999999999,0.44827586206896547,50000,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
100,21.0,1,0.921191247974068,0.8094262295081968,0.8444444444444443,0.028571428571428553,0.744,0.02,0.9137931034482758,50000,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,21.0,1,0.9858184764991895,0.006147540983606557,0.9555555555555555,0.07142857142857142,0.796,0.35000000000000003,0.040229885057471264,50000,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
102,49.5,0,0.5986628849270664,0.7172131147540984,0.7777777777777777,0.657142857142857,0.748,0.72,0.5517241379310345,10000,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
